,type,label,alias
24340,Referenceable Experience,Web API,backend-developer
24341,Referenceable Experience,Microsoft SQL Server,backend-developer
24342,Referenceable Experience,Web Applications,backend-developer
24343,Referenceable Experience,Continuous Integration,backend-developer
24344,Referenceable Experience,Nosql,backend-developer
24345,Referenceable Experience,Node.JS,backend-developer
24346,Referenceable Experience,Typescript Programming,backend-developer
24347,Referenceable Experience,General Data Protection Regulation,backend-developer
24348,Referenceable Experience,MySQL,backend-developer
24349,Referenceable Experience,Java Programming,backend-developer
24350,Referenceable Experience,Microsoft Office 365,information-technology-support-engineer
24351,Referenceable Experience,IT Technical Support,information-technology-support-engineer
24352,Referenceable Experience,Microsoft Windows,information-technology-support-engineer
24353,Referenceable Experience,Microsoft Active Directory,information-technology-support-engineer
24354,Referenceable Experience,Microsoft Azure,information-technology-support-engineer
24355,Referenceable Experience,Microsoft Exchange,information-technology-support-engineer
24356,Referenceable Experience,DHCP,information-technology-support-engineer
24357,Referenceable Experience,Domain Name System,information-technology-support-engineer
24358,Referenceable Experience,Microsoft Hyper V,information-technology-support-engineer
24359,Referenceable Experience,Microsoft Products,information-technology-support-engineer
24360,Referenceable Experience,VMware,information-technology-support-engineer
24361,Referenceable Experience,Computer Hardware,information-technology-support-engineer
24362,Referenceable Experience,ITIL Framework,information-technology-support-engineer
24363,Referenceable Experience,Microsoft Intune,information-technology-support-engineer
24364,Verifiable Attainments,Microsoft Certified Systems Engineer Certificate,information-technology-support-engineer
24365,Referenceable Experience,Information Technology,information-technology-support-engineer
24366,Referenceable Experience,Ticketing,information-technology-support-engineer
24367,Referenceable Experience,Firewalls,information-technology-support-engineer
24368,Referenceable Experience,Microsoft Azure Active Directory,information-technology-support-engineer
24369,Verifiable Attainments,Microsoft Certification,information-technology-support-engineer
24370,Referenceable Experience,Sitecore CMS,sitecore-developer
24371,Referenceable Experience,CSS,sitecore-developer
24372,Referenceable Experience,JavaScript Programming,sitecore-developer
24373,Referenceable Experience,MVC,sitecore-developer
24374,Referenceable Experience,HTML,sitecore-developer
24375,Referenceable Experience,Mercurial Software,sitecore-developer
24376,Referenceable Experience,C# Programming,sitecore-developer
24377,Referenceable Experience,Sass,sitecore-developer
24378,Referenceable Experience,Code Versioning Software,sitecore-developer
24379,Referenceable Experience,Microsoft Azure,sitecore-developer
24380,Referenceable Experience,Git Version Control System,sitecore-developer
24381,Referenceable Experience,Hosting,sitecore-developer
24382,Referenceable Experience,Software Design,sitecore-developer
24383,Referenceable Experience,Atlassian Confluence,sitecore-developer
24384,Referenceable Experience,Software Development,sitecore-developer
24385,Referenceable Experience,jQuery,sitecore-developer
24386,Referenceable Experience,Automated Testing,sitecore-developer
24387,Referenceable Experience,DevOps,sitecore-developer
24388,Referenceable Experience,Bootstrap,sitecore-developer
24389,Referenceable Experience,ASP.Net,sitecore-developer
24390,Referenceable Experience,C# Programming,software-developer
24391,Referenceable Experience,JavaScript Programming,software-developer
24392,Referenceable Experience,Java Programming,software-developer
24393,Referenceable Experience,Software Development,software-developer
24394,Referenceable Experience,Computer Science,software-developer
24395,Referenceable Experience,Git Version Control System,software-developer
24396,Referenceable Experience,Angular,software-developer
24397,Referenceable Experience,SQL Query Language,software-developer
24398,Referenceable Experience,Microsoft SQL Server,software-developer
24399,Referenceable Experience,Typescript Programming,software-developer
24400,Referenceable Experience,Microsoft Azure,software-developer
24401,Referenceable Experience,CSS,software-developer
24402,Referenceable Experience,Python Programming,software-developer
24403,Referenceable Experience,AWS,software-developer
24404,Referenceable Experience,HTML,software-developer
24405,Referenceable Experience,Microsoft .Net Framework,software-developer
24406,Referenceable Experience,DevOps,software-developer
24407,Referenceable Experience,CI/CD,software-developer
24408,Referenceable Experience,Version Control,software-developer
24409,Referenceable Experience,C++ Programming,software-developer
24410,Referenceable Experience,Asterisk Software,voice-engineer
24411,Referenceable Experience,VOIP,voice-engineer
24412,Referenceable Experience,Signalling,voice-engineer
24413,Referenceable Experience,Cisco Technologies,voice-engineer
24414,Verifiable Attainments,CCNA Certificate,voice-engineer
24415,Referenceable Experience,Avaya,voice-engineer
24416,Referenceable Experience,Routing Protocols,voice-engineer
24417,Verifiable Attainments,CCNP Voice Certificate,voice-engineer
24418,Referenceable Experience,Switching,voice-engineer
24419,Referenceable Experience,Routing,voice-engineer
24420,Referenceable Experience,OSPF Protocol,voice-engineer
24421,Referenceable Experience,Telephony,voice-engineer
24422,Referenceable Experience,Bgp,voice-engineer
24423,Referenceable Experience,Call Management System,voice-engineer
24424,Referenceable Experience,Product Planning,voice-engineer
24425,Referenceable Experience,Contact Centre Services,voice-engineer
24426,Referenceable Experience,Enterprise Networking,voice-engineer
24427,Referenceable Experience,Microsoft Teams,voice-engineer
24428,Referenceable Experience,Security Administration,voice-engineer
24429,Referenceable Experience,Information Technology Networking,voice-engineer
24430,Referenceable Experience,Specification Writing,automation-analyst
24431,Referenceable Experience,Machine Learning,automation-analyst
24432,Referenceable Experience,Business Analytics,automation-analyst
24433,Referenceable Experience,Version Control,automation-analyst
24434,Referenceable Experience,Test Automation Tools,automation-analyst
24435,Referenceable Experience,DevOps,automation-analyst
24436,Referenceable Experience,Soap UI,automation-analyst
24437,Referenceable Experience,Digital Technologies,automation-analyst
24438,Referenceable Experience,Technical Specifications,automation-analyst
24439,Referenceable Experience,Emerging Technologies,automation-analyst
24440,Referenceable Experience,Uipath Software,automation-analyst
24441,Referenceable Experience,API Testing,automation-analyst
24442,Verifiable Attainments,ISTQB Certificate,automation-analyst
24443,Referenceable Experience,General Insurance,automation-analyst
24444,Referenceable Experience,Hubspot Software,automation-analyst
24445,Referenceable Experience,Analysis,automation-analyst
24446,Observable Attributes,Financial Acumen,automation-analyst
24447,Referenceable Experience,Postman API Platform,automation-analyst
24448,Referenceable Experience,Agile Methodologies,automation-analyst
24449,Referenceable Experience,Microsoft Azure DevOps,automation-analyst
24450,Referenceable Experience,Safety Engineering,safety-engineer
24451,Referenceable Experience,Systems Engineering,safety-engineer
24452,Referenceable Experience,Hazop,safety-engineer
24453,Referenceable Experience,Chemical Engineering,safety-engineer
24454,Referenceable Experience,Hazard Identification,safety-engineer
24455,Referenceable Experience,Dam Safety,safety-engineer
24456,Referenceable Experience,Oil and Gas Industry,safety-engineer
24457,Referenceable Experience,Mechanical Engineering,safety-engineer
24458,Referenceable Experience,Process Safety,safety-engineer
24459,Referenceable Experience,Risk Engineering,safety-engineer
24460,Referenceable Experience,Embedded Software,safety-engineer
24461,Referenceable Experience,Civil Engineering,safety-engineer
24462,Referenceable Experience,Mechanical Systems,safety-engineer
24463,Referenceable Experience,Risk Assessment,safety-engineer
24464,Referenceable Experience,Safety Standards,safety-engineer
24465,Referenceable Experience,Safety Management Systems,safety-engineer
24466,Referenceable Experience,Technical Engineering,safety-engineer
24467,Referenceable Experience,Estimating,safety-engineer
24468,Referenceable Experience,Project Management,safety-engineer
